id,host_id,accuracy,cleanliness,checkin,communication,location,value,number_of_reviews,listing_url,name,neighborhood,room_type,description,latitude,longitude
7733108,28011820,9,10,9,10,10,10,2,https://www.airbnb.com/rooms/7733108,Dupont Circle Classy Diamond,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"This fully furnished unit is newly renovated with granite counter tops, wood flooring, etc. It's located in the heart of Dupont Circle! This beautifully decorated furnished 2 bedroom, 1 bath apartment comes with a full bed in bedroom #1 and twin bunk beds in bedroom #2, plus a futon sofa sleeper in the living room. It is great for family and friends, and can accommodate up to 6 guests. **This unit comes with 1 assigned parking space for a low daily rate!**  $20/night  $100/week  $300/month Otherwise, on street parking is possible but a good walk is likely. Includes Wi-Fi, Cable TV, fully furnished, fully equipped kitchen, washer and dryer, linens, towels, sheets, etc. Great for short or long term stays. Stays less than 90 days subject to DC hotel tax of 14.5%.  Fair housing laws enthusiastically followed. We do not pass around keys for your safety. An email will be sent from eRentalLock with a randomly generated combination code to access your place. Our team is only a phone call away ",38.91406294419652,-77.04507262417475
1162095,6365765,10,10,10,10,10,10,4,https://www.airbnb.com/rooms/1162095,Entire home/apt in heart of Dupont!,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"Top floor condo available in 6-unit residential building in the heart of Dupont Circle. Fourth floor walk up, 900 square feet, one queen bed available. Two full bathrooms, living and dining area, fully stocked kitchen available for cooking. Free wifi available and laundry available in unit. Google TV provides access to Netflix, Hulu Plus, Amazon Instant Video, Pandora, and more. Lots of natural sunlight. Two blocks to the Dupont Circle Metro Station (red line), a 15 minute walk to the White House, and steps away from restaurants, coffee shops, bars and more.  Dupont circle is an extremely safe neighborhood, in addition to being close to the metro, cabs and buses are readily accessible. Book your stay today!",38.90893912013816,-77.04470638753475
7784761,3440635,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/7784761,Smart House in heart of DC! ✌,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,"This is a spacious one bedroom with separate den office.  Perfectly located at the intersection of Columbia Heights, Adams Morgan, & Mount Pleasant.  Enjoy a HD projector with Netflix and AppleTV, control the color of each light from your phone, or swim in the pool. It's a fun house!  Our apartment is decorated with interesting things from around the world. The living room is built around comfort. Set the lights to a low blue and watch Netflix on our HD projector. Cook in a large kitchen, or walk out the door to tons of restaurants. The hardest part will be picking a place to eat on Yelp from the many options, but don't worry I'll help you: Eat at Thip Khao on 14th street ;) You can enjoy the three best neighborhoods of DC and appreciate what it's like to live in this wonderful city. Everything is close by. The nearest metro is only seven minutes away on foot and is the main line into the heart of downtown, the monuments and museums, and the airport.  Dupont Circle is a quick Taxi or a",38.927349278883256,-77.03779093376335
6759818,35390000,10,10,10,10,10,10,6,https://www.airbnb.com/rooms/6759818,DC's Best Possible Location,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"Clean, bright studio apartment close to Dupont Circle and Logan Circle, walking distance to the White House, two major Metro stations, and a great variety of bars and restaurants. Safe, convenient and friendly.",38.906903283760364,-77.03681553871616
6220027,838407,8,10,8,10,10,8,1,https://www.airbnb.com/rooms/6220027,Charming One Bedroom in Col. Hts,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,"Located close to the Columbia Heights Metro and several major bus routes, getting around is easy. There's also lots of great restaurants, bars and some shops in the neighborhood. Lots of space in the apt too if you just want to relax after work!",38.9276109634556,-77.0272480454612
5902707,30656777,10,10,10,10,9,9,2,https://www.airbnb.com/rooms/5902707,Charming Basement Apartment in DC ,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,"This fully furnished basement apartment can be found in the heart of the Columbia Heights neighborhood of Washington, DC. Sitting near the bustling 14th street corridor, you will be minutes from restaurants, bars, and the metro. You can take a short metro ride to the monuments.   Your own apartment with cable TV, couch, chair, and queen size bed for your short weekend stay. Spacious enough for two people.  Washer/dryer is available for your use. Cable TV, WiFi, and basic appliances are provided.  The basement has a private entrance and there is no access to the upstairs rowhouse. Please be courteous to the neighbors with regard to noise. Diverse neighborhood, steps from bars, restaurants, Target, and cafes. Metro is a 5 min walk, as well as direct  bus lines down to the Washington monument. The place is available for coordinated weekend visits to DC. I will be a convenient text or email away. ",38.93314735228452,-77.03082208544423
5496664,7267709,10,10,10,10,10,10,6,https://www.airbnb.com/rooms/5496664,Beautiful 1BR in Dupont Circle,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"Beautiful one-bed / one-bath condo just three blocks from DuPont Circle.  600 sqft.  Features a balcony, full kitchen, and washer/dryer.  Queen bed and I can leave an air mattress in the living room for a 3rd guest.  Unfortunately no parking spot. This is a very nice cute condo 3 blocks from Dupont Circle!  Private entrance, quiet apartment complex. Washer/dryer, coffee-maker, WIFI",38.90984746040608,-77.0476644107754
2478422,6886145,9,9,10,10,10,9,3,https://www.airbnb.com/rooms/2478422,Huge 1 bed 2 bath in Georgetown!,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"Come enjoy our awesome apartment while we are away. Located in the luxurious West End neighborhood in Washington DC, you will be steps from everything! The space is a huge, one bedroom, 2 bath. You will love it.  This is a gorgeous furnished 1 bedroom, 1.5 bath, first floor unit with lots of windows (shown in picture). There is laundry in the building. Cable and wireless internet included. Heating, A/C, included.  Everything! Laundry room, rooftop with grill and with exceptional view of DC! Constantly available on email. I always respond within a few hours. Will also leave my number for emergencies. The prestigious West End neighborhood is arguably the best in DC. Right between Dupont Circle and Georgetown, it is in the middle of the city yet on a quiet, tree-lined street. Unbeatable! -10 minute walk to Georgetown, 5 minute taxi/car. -20 minute walk to White House. 10 minute taxi/car :) 4 blocks from Dupont Circle Metro station (red line). The bed shown is a queen size. We also have a ",38.905709190072066,-77.04599940596582
6870703,27504019,10,10,10,10,10,10,6,https://www.airbnb.com/rooms/6870703,Private Room in DC Row House!,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,"Renting out a spare room with private bathroom in a two bedroom apartment on top floor of a typical DC row house. The apartment is modern and has all the amenities you could want (flat screen, full kitchen, SONOS wireless sound system, washer/dryer, wifi). The bed is an extremely comfortable that guarantees a good night's sleep. The apartment is two blocks to the metro (yellow/green line) and close to the nightlife of U St and Adams Morgan. The apartment is the top floor of a classic DC row house. It is colorful, well-decorated 900 sq foot space that is modern and comfortable. Bedroom comes with a private bathroom. Guests have access to full kitchen, flat screen, washer/dryer, wifi, SONOS wireless sound system. I send an email to all my guests which contains special information about the house and recommendations for local restaurants and bars. I am also available to provide other advice as well. The apartment is located in Columbia Heights, a charming and colorful neighborhood that is",38.92647666154957,-77.02935618811439
4054058,13823647,10,8,10,10,10,10,1,https://www.airbnb.com/rooms/4054058,Great Location Dupont Circle Studio,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"Sublet apartment available for 1 person any dates between August 16 - August 26. Fully furnished, very clean and cozy. The studio apartment will be all to yourself for the duration of your stay. Great location, newly remodeled apartment building, super comfortable tempurpedic bed, tv, fully furnished, kitchen, refrigerator, stove top, hot shower, air conditioning and/or heating, large window with nice view, desk with leather chair, dvd player, fast wi fi internet, secured & safe building New sundeck, new gym, new communal business lounge with new mac computers and 4 high definition big screen tvs, convenience store inside building, new party lounge - the building has been recently renovated so everything looks really nice I respect guests' privacy 100% but am available to help out any way I can. Everything except for parking (parking is only available on the street and the hours are tricky). As much as needed. Everything - executive business lounge with 4 big screen tvs and 3 new mac c",38.905580839087904,-77.0362168975083
8308059,1468884,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/8308059,U St/DUPONT: NEW BATH & KITCHEN,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"Best possible location to spend a few days in the city. Walking distance to: Best and most popular restaurants on 14th St or Dupont Circle. Nightlife along U St or Adams Morgan Trader Joes and other smaller grocery stores Public transportation This is a totally new apartment. New stainless kitchen, new European bathroom, new AC. No IKEA furniture here. Bed from Muji; living and dining from Room & Board. No access to patio in back of property. Host lives across the street and is easily available. DC DINING AND ENTERTAINING LANDMARKS  Old Ebbitt Grill  Tabard Inn  Ben's Chili Bowl  Clyde's of Georgetown  Martin's Tavern  Busboys & Poets  9:30 Club COFFEE SHOPS   Starbucks (16th St)   Three Fifty (17th St)   BakeHouse (14th St)   Wydown (14th St)   Peregrino (14th St) BRUNCH & LUNCH   Busboys & Poets (14th St)   Ted's Bulletin (14th St)   Matchbox (14th St)   Estadio (14th St)   Tryst (18th St) DINING   Tico (14th St)   Lupo Verde (14th St)   Doi Moi (14th St)   Le Diplomat (14th St)   Ka",38.91521963437907,-77.03828001060103
7457615,39057839,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/7457615,Beautiful 2BR Condo in Dupont,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"Spacious and Charming 2Br 1Ba luxary condo in the heart of Dupont Circle.  Renovated kitchen in 2014.Walking distance to/from Metro, restaurants, and nightlife. Comfortably fits 4 adults. Cityscape views and semi-private rooftop. Beautifully decorated shabby-shic space, with welcoming dining and living areas. Guests can access the entirety of the condo as well as rooftop areas.",38.91397076422011,-77.03963419799705
6742510,7833035,10,10,10,10,9,9,2,https://www.airbnb.com/rooms/6742510,Sunny and spacious one bedroom,"Dupont Circle, Connecticut Avenue/K Street",Private room,"Beautiful one bedroom in the heart of DC. Queen bed, hardwood floors, fireplace, and lots of space. Connected to a spacious and modern bathroom with skylight. Access to use of kitchen and backyard in the home.",38.91706832436979,-77.03940858657155
5669372,20849400,10,10,10,10,10,10,4,https://www.airbnb.com/rooms/5669372,Beautiful-2 Blks From Dupont Metro!,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"Gorgeous, modern, upscale 1-bedroom.  Queen-sized bed and fold-out sofa with a queen size mattress to sleep four. Private entrance, patio, close to everything! Free wireless internet, Hulu, and Netflix, coffee maker, Brita.  Condo is in a beautiful historic red brick building with only 12 total units.  Sunny English basement is large for the area-750 square feet! There's a patio and grill is just outside the back door. I leave the key in a key safe, so you have the convenience of checking in and out on your own schedule. Condo is one mile away from the National Mall and steps away from fabulous restaurants and bars (Little Serow, Sushi Taro, Le Diplomate, Barcelona); theaters (Keegan, Studio); second-hand clothing and furniture (Secondi, Miss Pixie's, Current Boutique); comedy (DC Improv); music (9:30 Club, Black Cat).  Central location provides easy access to the rest of DC! Walk Score of 98!  2 blocks from the south entrance of Dupont Metro station; on the G2 bus line; 1.5 blocks fro",38.90885041980845,-77.03832075478023
5049624,242818,10,8,10,10,10,10,1,https://www.airbnb.com/rooms/5049624,Modern 1 BR in Columbia Heights,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,"Modern & bright one-bedroom apartment in Columbia Heights. Victorian home on quiet street, 4 short blocks from Green/Yellow Metro. Exposed brick, queen bed and queen futon with fresh linens; Wi-Fi, HBO, front/back yard with fruit trees, shared laundry. Perfect spot to explore DC like a local! This private apartment combines the beauty of a DC rowhouse with a clean & modern interior.  It has a separate entrance and is centrally located on a quiet & quaint one-way street in Columbia Heights, dotted with beautiful rowhouses. The kitchen is furnished with all new appliances (hot plate, toaster oven, microwave & fridge) with butcher block countertop. Bathroom is tiled in spa-like modern mosaic blue tiles. Carpet and exposed bricks give this apartment a unique sense of warmth and comfort. There are garden spaces in both the front and rear of the apartment. This 550 sqft apartment offers: * Central heat with additional portable units for extra control/comfort *Fan and dehumidifier  * Open kit",38.933940215146215,-77.03312320875729
3157261,3076758,10,10,10,10,9,10,15,https://www.airbnb.com/rooms/3157261,Cozy 1Bdrm Apt!,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,"Entire 1 Bedroom apartment in a wonderful and up and coming neighborhood.  7 minute walk from the green/yellow line, and close to bus lines/circulator bus. Plenty of sunlight.   Apartment has:  - Full size bed - In Unit washer/dryer - Central AC/Heat   - Wireless Internet  - Dishwasher - Roku with access to amazon prime, hulu plus, and netflix (no cable)  The apartment is conveniently located between the Columbia Heights and U street Corridor.  In the heart of Columbia Heights is a huge washington sports club, Target, DSW, Bed Bath Beyond, Modells, Staples and more! Both Columbia Heights and U street Corridor are close to Meridian Hill Park and tons of bars and restaurants.   The apartment is located about a 7 minute walk from the green/yellow line metro.  There are also several buses that run north/south to downtown dc (dupont, farragut, etc.)   A zone guest pass for street parking can be included with the apartment.   No coffee maker in apt! Plenty of tea. ",38.92332449282119,-77.03186975061482
7048847,36954423,10,10,10,10,10,10,2,https://www.airbnb.com/rooms/7048847,New Basement Apt Columbia Heights,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,"Spacious, sunny 1-bedroom basement apartment.  The bedroom has a full-size bed, and there is a twin size air mattress.  Just one block from multiple bars, restaurants and cafes on 11th Street.  Short metro ride directly to monuments and museums. Complete kitchen including a Keurig, Soda Stream, and Brita filter to use during your stay. Open kitchen/living space includes a sofa, flatscreen TV with cable, Wii system set up to serve as a DVD player, and a table with four stools for dining. We are also able to provide a pack 'n play and high chair upon request for guests traveling with young children. This basement apartment is completely separate from the rest of the house.   There is a backyard, which guests may access. We are available to help out with directions, suggest restaurants, and answer any questions! Just a block from a cluster of local restaurants, bars and cafes on 11th Street! 7 minute walk to both the Columbia Heights and Petworth metro stations.",38.92966137166757,-77.02732969285421
6447093,83030,10,10,10,10,9,10,2,https://www.airbnb.com/rooms/6447093,Lovely Apartment in Mount Pleasant,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,"My husband and I are looking for someone to sublet our lovely two-bedroom, two-bathroom apartment in Mount Pleasant for the summer. Apartment: fully furnished, ~900 sq ft, two bedrooms, two bathrooms (both shower and jet bathtub), it can accommodate up to four people (one queen bed and one futon), three closets, washer and dryer in the apartment, AC, dishwasher, gas stovetop, two ovens, top floor, lots of windows with a beautiful view of the neighborhood, large shared rooftop. There is a Saturday morning farmer's market and Rock Creek Park running/hiking/biking trails are a few blocks away. Many restaurants, bars, coffee shops, grocery stores are within walking distance. The apartment is conveniently located near the Columbia Heights (green/yellow) metro stop (9 minute walk), bike-share stations (right in front of the building), and numerous bus lines. Adams Morgan, Dupont Circle, U-street and the National zoo are all within walking distance. It's a 15-20 min bike ride or a 5-stop metr",38.93163890277728,-77.039579659228
2464607,5008233,10,10,10,10,10,10,5,https://www.airbnb.com/rooms/2464607,Private room with shared bathroom,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,"Private bedroom available with shared bathroom about three blocks away from U Street Metro and steps away from U and 14th Street corridor action.  About the room: The guest bedroom can accommodate one person comfortably.  It includes a queen bed, dresser, small closet, and ottoman.  It’s not very bright, but there is an extra floor lamp in the room.    About the condo: The condo is on the ground floor of a newly built building.  It has a patio, full kitchen, and living room with a electric fireplace.  It has central A/C and heating and a full-size washer and dryer.  It’s a quiet building, with friendly neighbors.  The patio has a table with chairs, a lounge chair and a barbecue.  Smoking is not allowed inside, but feel free to have a smoke on the patio. Guests will have complete access to the entire house (common areas, kitchen, bathroom, patio, etc.), free wifi and cable tv. I am more than happy to interact with guests, but sometimes I just want to enjoy the evening and watch TV.  The",38.92128446429014,-77.03158299468173
5690120,4564871,10,10,10,10,9,9,3,https://www.airbnb.com/rooms/5690120,Modern Condo in Columbia Heights,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,"1-bedroom apartment in Columbia Heights/U-street Area.  The apartment is fully stocked for those wishing to cook.  It has a modern feel and good sunlight.  Walking distance to bars and restaurants as well as a block to the bus.  Just a really really comfortable spot and great launching pad to take on DC.  The apt gets great evening light.  The apartment is on a quite residential street. I will leave instructions on the internet and TV.  Their is a washer and drier in the unit. Maybe out of town, but I can leave a key and my brother lives in the neighborhood for any issues. Columbia Heights has a great feel - There are some really nice restaurants up 11th street.  You are also really close to Howard University. 10 minute walk to metro, a block to the bus.  Walkable to Dupont/U-street.  Street parking is not really an issue in the evening - although during the day the house is a 2-hr zone. Feel free to use anything in the kitchen.  Also you can try to learn the Dulcimers - I haven't mana",38.92361087426938,-77.02422422190594
5381225,27893947,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/5381225,Luxury Apartment - BEST LOCATION,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"My wife and I recently completed an extensive and exhaustive renovation to our modernized basement apartment. It's fully equipped with a high-end kitchen, GE Washer & Dryer,  Carrera marble bathroom with modern soaking tub. Queen sized W Hotel Mattress with fine linens, 44 inch HD Samsung TV with Premium Channels, Wifi, etc. The location is the ABSOLUTE BEST in DC. You are steps from the White House, the Monuments, Whole Foods Market, Dry Cleaners, CVS Pharmacy, Bus lines, DC Bike Share, etc. Our newly renovated apartment is fully equipped with a high-end kitchen (BOSCH Microwave and Dishwasher), Refrigerator, GE Washer & Dryer, full Carrera marble bathroom with bathtub/shower, Queen sized W Hotel Mattress with fine linens, 44 inch HD Samsung TV with Premium Channels, Wifi, etc. Access will be via a lockbox at the front (gated) door of the row home. We provide a simple code and the keys will be available for you. We live upstairs and are happy to provide suggestions on dining, shopping",38.90971203321234,-77.03548682193733
6950559,2139171,10,9,10,10,10,10,2,https://www.airbnb.com/rooms/6950559,Great apt near Zoo/Columbia Heights,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire home/apt,"1 bedroom apt w/ full kitchen, laundry, central A/C & heat, and bathroom. Sofas in living room for lounging and TV with DVD player. Airbed (double height) for additional guests. Walk to Zoo & Columbia Heights metro. This is our home that we rent out when we're out of town. Ground level basement apartment within walking distance of the National Zoo. Great backyard with grill and patio chairs (pillows in outdoor storage containers underneath blue tarp). This is our home, not an official BnB like some other AirBnB listings. Well clean up for you prior to your visit and hope you feel right at home! Queen sized bed in bedroom and air mattress of double height for two additional guests. Washer and dryer available with detergent on top of machine. Dish soap, bathroom soap, towels and linens available for bed and airbed. Kitchen equipped everything you need! We'll be out of town but our upstairs neighbors are wonderful and can help if needed. 5 minute walk to the National Zoo and 15 minute wal",38.92780831537424,-77.04176323580928
6310981,3270657,8,10,10,10,4,8,1,https://www.airbnb.com/rooms/6310981,Private bedroom in charming rowhome,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room,"Spacious light-filled bedroom with double bed.  Shared bathroom, and comfortable living space and outdoor patio.  Close to Catholic University, downtown, the mall, and hip neighborhood bars and restaurants. Our historic rowhouse is well-maintained, clean and ready for your arrival. We are a short walk to the metro or the bus which can take you to all of the great neighborhoods and sites DC offers. Uber is also a great option for transportation. We are friendly and happy to provide any advice or suggestions you have during your stay.",38.93142312980619,-77.02025270052131
8192676,12147440,10,10,10,10,10,10,1,https://www.airbnb.com/rooms/8192676,2BR/2BA between Logan & Dupont Cir,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,"We'd love to welcome travelers to DC to our sunny, spacious, and charming 2 bedroom & 2 bath historic townhouse apartment. Our apartment is in a 3 unit townhouse within walking distance of Logan Circle, Dupont Circle, and U/14th St. area. The U St. metro is a short 7 minute walk and buses pick up right outside the apartment allowing you to get to downtown DC in 10-15 minutes. Sunny two-bedroom, split-level apartment with small outdoor balcony patio,  huge dining room, and kitchen. The spacious living room doubles as the second bedroom. There is a washer/dryer in a small closet in the dining room. The master bedroom has a queen size bed; the living room has a full size bed (and a queen-size air mattress that can be used as a third bed). There is wi-fi throughout the apartment and cable TV in the living room. The main bedroom is located down a spiral staircase and has a TV with Roku (no cable TV). The apartment also has a large dining room and kitchen. Guest will have access to the entir",38.914052359069466,-77.03505118393396
4714859,24361527,10,10,9,10,10,10,3,https://www.airbnb.com/rooms/4714859,1 Bedroom in BEST location in DC,"Dupont Circle, Connecticut Avenue/K Street",Private room,"Brightly lit spacious room, in a turn of the century  apartment building.  Perfectly located between adams morgan, dupont, and U st corridor. Not to mention one block away from the police station and next door to an amazing neighbourhood coffee shop Beautifully bright room in a two bedroom apartment in one of the most beautiful areas of Washington D.C. -Minutes walk away from Dupont circle and U St Metro stations.  -One block away from a local bus stop.   -Taxi cabs are in constant circulation in the neighborhood.  -You are basically a 15 minute or less ride anywhere cool in DC... Due to a full load of work and school my schedule doesn't allow me to spend  much time at home during the day so ""Mi casa es su casa"" is pretty much in play. I have a pretty active life but i treat my home as a place to recharge and be at peace. Getting to and from the apartment is one of most convenient aspects of the apartment location. Conveniently located a short 10 minutes walk from 2 different metro sta",38.916443495221884,-77.03957968669609
